text,type,gemini,deepseek,kimi
体能训练,影响因素,1,1,0
体能训练是飞行人员亚健康状态的保护因素,研究结果,1,0,1
何宇廷,人物,1,0,0
何宇廷教授,人物,0,1,1
何正熙,人物,1,0,0
何正熙研究员,人物,0,1,1
余力凡,人物,0,1,1
作动筒内漏,故障,1,0,0
作动筒泄漏,故障,1,1,0
作动筒泄漏,故障模式,0,1,0
作动筒磨损,故障,0,1,0
作动系统配置方案,方案,1,0,0
作战效能,性能指标,0,1,0
作战飞机故障诊断体系相对分离,问题,0,1,0
使寿命周期费用最少,目标,0,1,0
使用EKF和UKF的故障诊断精度要大于LKF,研究结果,1,0,0
使用UKF的故障诊断精度最好,研究结果,1,0,0
使用与保障费用,性能指标,0,1,0
使用与保障费用减少50%以上,性能指标,0,1,0
使用与保障费用比过去的机种减少了50%以上,研究结果,1,0,0
使用可用度,概念,0,1,0
使用和寿命监控,功能,0,1,0
使用和寿命监控,技术,0,0,1
使用寿命达8000小时,性能指标,0,1,0
使用小时（AHRS）,参数,0,0,1
使用影响因素,影响因素,1,0,0
使用循环（ACYC）,参数,0,0,1
使用数据,数据维度,0,1,0
使用时间,参数,1,1,0
使用监测功能,技术,0,1,0
使用监测功能,概念,1,0,0
使用监测功能（Usage Monitoring Function，UMF）,技术,0,0,1
使用维护,过程,0,1,0
使用维护阶段数据,数据,0,1,0
使维护周期和部件获取的交付周期最大化,目标,0,1,0
使能技术,概念,1,0,0
使飞机使用客户在飞机维护、保养、安排维修等方面有了科学高效的参考信息,研究结果,0,0,1
供压功能,功能,0,1,0
供压压力,parameter,0,1,0
供应链理论,理论,1,0,0
供应链透明度,概念,0,1,0
供氧浓度,参数,0,1,0
供油功能,功能,0,1,0
供油压力,参数,0,1,0
供油增压泵,元件,0,1,0
供油子系统模型,模型,1,1,1
供油油量,parameter,0,1,0
供电功能,功能,0,1,0
供电电压,parameter,0,1,0
供电电流,parameter,0,1,0
供电系统PHM技术继续研究奠定了基础，明确了方向,研究结果,0,0,1
供电系统,系统,0,1,0
依据故障代码、飞机各种手册进行排故作业，直至机载诊断系统显示无故障,研究结果,0,0,1
依赖图,方法,0,1,0
侧滑角,参数,0,1,0
侯志霞,人物,0,1,0
便携式恒温槽,设备,1,0,0
便携式恒温槽或干体式计量炉,设备,0,0,1
便携式恒温源,设备,0,1,0
便携式灭火瓶,设备,0,1,1
便携式维修辅助设备,设备,1,0,0
便携式辅助维修设备(PMA),技术,0,0,1
便携式辅助维修设备PMA,设备,0,0,1
便携式辅助维修设备,设备,0,1,0
促进军用飞机PHM系统设计标准化,研究结果,0,0,1
保守的剩余寿命预估,研究结果,0,1,0
保护控制方案,技术,0,0,1
保持架,部件,0,1,0
保障信息系统,系统,1,1,1
保障决策,概念,0,1,0
保障决策支持,功能,1,0,0
保障性,概念,0,1,0
保障管理方面的政策法规不完备,原因,1,1,0
保障管理的组织架构有待完善,原因,1,1,0
保障系统,系统,0,1,0
保障规模减少 50%,研究结果,1,0,0
保障规模减少50%,性能指标,0,1,0
保障计划生成,功能,1,0,0
保障费用,性能指标,1,0,0
保障费用减少 30%,研究结果,1,0,0
保障费用减少30%,性能指标,0,1,0
保障资源准备时间,性能指标,1,0,0
保障资源准备时间（resources preparation time）,参数,0,0,1
信任,概念,0,1,0
信号光传,技术/概念,1,0,0
信号光传化,技术/概念,1,0,0
信号光传化,趋势,0,1,0
信号光传技术,技术,0,0,1
信号分解,技术,0,0,1
信号处理,方法,1,0,0
信号处理,算法,0,0,1
信号处理子模块,技术,0,0,1
信号处理层,组件,0,1,0
信号处理技术,技术,0,1,1
信号处理故障诊断方法,方法,0,1,0
信号处理模块,模块,0,1,0
信号线Hi与屏蔽层短路,故障类型,1,0,0
信号线Lo与屏蔽层短路,故障类型,1,0,0
信号重建和检验模块,模块,1,0,0
信噪比,性能指标,1,1,2
信息交互,概念,0,0,1
信息交流不畅,缺陷,0,1,0
信息交流不畅,问题,0,0,1
信息交流不顺畅,问题,1,0,0
信息共享理论,理论,1,1,1
信息化,技术,0,0,1
信息增益,函数,0,1,1
信息孤岛,概念,0,1,0
信息孤岛,问题,1,0,0
信息层,概念,0,0,1
信息技术,技术,0,1,0
信息提取,技术,1,0,0
信息提取技术,技术,0,1,1
信息流动,概念,0,0,1
信息熵理论,理论,1,1,1
信息物理系统,系统,0,1,0
信息物理融合系统(CPS)架构,架构,1,0,0
信息管理,概念,0,0,1
信息管理技术,技术,0,1,1
信息系统自动化程度有限,缺陷,0,1,0
信息系统自动化程度有限且所需数据不完整或错误,问题,1,0,0
信息融合,技术,3,5,2
信息融合,方法,1,0,1
信息融合,概念,0,2,0
信息融合,模型,1,0,0
信息融合,算法,0,1,0
信息融合技术,技术,1,1,1
信息融合模型,模型,0,1,1
信息融合滤波算法,model,0,1,0
信息融合算法,技术,1,0,1
信息融合算法,算法,1,0,0
信息采集Agent,Agent,0,1,0
信息采集Agent,组件,1,0,0
信息集成,概念,1,1,0
信息集成使用,概念,0,0,1
修复性维修,技术,1,0,0
修复性维修,概念,0,1,0
修正Neuber公式,公式,1,0,0
修正Neuber法,方法,1,1,0
修正因子,函数,0,1,0
修正因子,概念,1,0,0
修正局部应力应变法,方法,1,0,0
修正的应变-寿命曲线,曲线,1,0,0
修正的疲劳强度指数,系数,1,0,0
修正系统,模型,1,0,0
修正系统,系统,0,1,0
俯仰角,参数,0,1,0
俯仰角θ,状态参量,0,1,0
俯仰角速度q,状态参量,0,1,0
倒谱包络法,算法,0,1,0
倒飞,状态,0,1,0
假正率（FPR）,性能指标,0,0,1
偏差平方和,性能指标,1,0,0
偏最小二乘回归,方法,0,1,0
偏最小二乘回归,算法,1,0,1
偏航角ψ,状态参量,0,1,0
偏航角速度r,状态参量,0,1,0
健壮性标尺,指标,0,1,0
健康与使用监控系统 (HUMS),技术,1,0,0
健康与使用监控系统(HUMS),技术,2,1,1
健康与使用监控系统(HUMS),系统/架构,1,0,0
健康与使用监控系统,系统,0,2,0
健康与使用监控系统（HUMS）,技术,0,1,3
健康与使用监测系统 (HUMS),系统,1,0,0
健康与使用监测系统 (Health and Usage Monitoring System, HUMS),系统,1,0,0
健康与使用监测系统(HUMS),系统,1,0,0
健康与使用管理系统,技术,0,0,1
健康与使用管理系统,系统,2,0,0
健康体检越来越被重视,研究结果,0,0,1
健康参数,参数,0,2,1
健康参数,性能指标,0,1,0
健康和使用监控系统(HUMS),技术,1,0,0
健康和使用监控系统(HUMS),系统,0,1,1
健康因子,概念,1,2,0
健康指数,性能指标,0,1,0
健康指数,指标,1,1,0
健康指数,概念,0,0,1
健康指数参数,性能指标,1,0,0
健康指标,性能指标,0,1,0
健康指标函数,函数,0,0,1
健康指标（HealthIndicator，HI),性能指标,1,0,0
健康标准,技术,0,1,0
健康特征,参数,1,0,0
健康状况趋势分析及预测模块,模块,0,1,0
健康状况趋势分析及预测模块,系统,0,0,1
健康状态,实体,0,1,0
健康状态,概念,0,1,0
健康状态估计,方法,1,0,0
健康状态指数,函数,0,0,1
健康状态指数,性能指标,1,0,1
健康状态指数,指标,0,1,0
健康状态曲线,研究结果,0,0,1
健康状态管理,技术,0,1,1
健康状态评估,概念,0,1,0
健康监控,功能,0,1,0
健康监控,技术,1,0,1
健康监控,算法,0,0,1
健康监控器,系统,0,1,0
健康监控系统,系统,0,0,1
健康监测,功能,1,0,0
健康监测,技术,2,0,1
健康监测与预测系统,系统,1,1,1
健康等级,性能指标,1,0,0
健康等级,研究结果,0,1,0
健康管理HA,功能,1,0,0
健康管理HA,概念,0,0,1
健康管理SCADE模型,模型,1,0,0
健康管理,任务,1,0,0
健康管理,健康管理,0,1,0
健康管理,功能,2,0,0
健康管理,实体,0,1,0
健康管理,应用,2,0,0
健康管理,技术,5,3,7
健康管理,方法,1,0,0
健康管理,机制,0,1,0
健康管理,概念,1,4,1
健康管理,管理,0,2,0
健康管理,组件,1,0,0
健康管理,软件,1,0,0
健康管理,过程,0,1,0
健康管理与预测 (PHM),技术,1,0,0
健康管理与预测,功能,1,1,0
健康管理与预测,技术,0,0,2
健康管理专家系统,模型,1,0,0
健康管理和故障预测,技术,1,0,0
健康管理和故障预测（PHM）机制,技术,0,0,1
健康管理实时化,设计思想,1,0,0
健康管理应用软件,软件,1,0,0
健康管理技术,技术,2,3,2
健康管理技术,算法,0,0,1
健康管理技术应用价值,研究结果,0,0,1
健康管理智能算法,算法,0,0,1
健康管理标准,技术,0,0,1
健康管理模块,模块,0,1,0
健康管理活动生命周期模型,概念,0,1,1
健康管理策略,解决方案,1,0,0
健康管理算法模型,模型,0,0,1
健康管理系统,技术,0,0,1
健康管理系统,概念,0,1,0
健康管理系统,系统,3,8,2
健康管理系统专用传感器,模块,0,1,0
健康管理系统架构,架构,0,0,1
健康表征,概念,1,0,0
健康表征参数,参数,1,2,0
健康评估Agent,Agent,0,1,0
健康评估Agent,组件,1,0,0
健康评估,功能,1,2,0
健康评估,功能模块,0,1,0
健康评估,功能维度,0,1,0
健康评估,性能指标,1,0,1
健康评估,技术,1,0,1
健康评估,方法,1,0,1
健康评估,概念,1,1,0
健康评估,研究结果,0,0,1
健康评估,算法,1,0,0
健康评估信息,信息,0,1,0
健康评估层,组件,0,1,0
健康评估技术,技术,1,1,1
健康评估方法,方法,1,0,0
健康评估服务,子系统,0,1,0
健康评估服务,服务,0,0,1
健康评估模型,模型,1,0,1
健康评估系统,系统,0,0,1
健康评估结果较理想,研究结果,0,0,1
健康评估（HA）,信息,1,0,0
健康退化曲线,模型,1,1,1
傅里叶变换,方法,0,1,0
傅里叶变换,算法,2,2,2
元件性能参数,参数,0,0,1
元学习,算法,0,1,0
先进传感器技术,技术,1,1,1
先进制造业伙伴计划（AMP）,政策,0,0,1
先进制造业伙伴计划（AMP）,策略,0,1,0
先进制造业伙伴计划（AMP）,计划,1,0,0
先进固态配电系统,系统,1,0,0
先进寿命算法,技术,0,0,1
先进总线技术,技术,0,1,0
先进战斗机强度设计技术,技术,0,0,1
先进战机,战机,0,0,1
先进战机预测与健康管理技术,技术领域,1,1,0
先进推理,技术,0,1,0
先进的传感器,硬件,1,0,0
先进综合式航空电子系统,系统/架构,1,0,0
先进航空发动机核心关键技术,技术,1,0,0
先进航空发动机核心关键技术,研究,0,0,1
先进诊断与预测测试平台,系统/平台,1,0,0
先进诊断及发动机监控系统（Advanced Diagnostic and Engine Monitoring，ADEM）,系统,1,0,0
先进诊断和预测测试床,系统,1,0,0
先进诊断预测测试平台(ADAPT),平台,1,0,0
先进飞行器导航、控制与健康管理工信部重点实验室,机构,0,1,0
先进飞行器导航、控制与健康管理工信部重点实验室,科研基地,0,0,1
先验信息,概念,0,1,0
先验分布,分布,1,1,0
先验分布,参数,0,0,1
光传操纵,技术,0,0,1
光子,粒子,0,1,0
光电传感,技术,0,1,0
光电传感器,概念,0,1,0
光电传感技术,技术,1,0,1
光电效应,原理,1,0,0
光电系统稳定控制技术,技术,0,0,1
光纤传感,技术,0,1,0
光纤传感器,传感器,1,2,0
光纤传感技术,技术,0,0,1
光纤光栅传感器,传感器,1,0,0
光纤光栅传感器,概念,0,1,0
光纤光栅高温传感器,传感器,0,0,1
光纤光栅高温传感器,设备,1,0,0
光纤布喇格光栅,技术,1,0,0
光纤应变传感器,传感器,1,0,0
光纤应变和温度传感器,传感器,1,0,0
光纤技术,技术,1,0,0
光纤网络技术,技术,1,0,0
克服了神经网络方法的过学习和局部极小值等问题,研究结果,0,1,0
免疫神经网络,模型,2,1,1
免疫神经网络,算法,0,1,1
免疫神经网络模型,模型,1,0,0
免疫神经网络能在故障前3小时实现预测,研究结果,0,0,1
免疫算子,函数,0,1,0
免疫算子,组件,1,0,0
免疫算法,算法,1,1,1
全尺寸静力/疲劳试验验证,活动,1,0,0
全局可解释性分析,方法,0,1,0
全局最大池化,方法,0,1,0
全息照相干涉测量技术,技术,0,0,1
全息照相干涉测量技术,方法,0,1,0
全机内力分析技术,技术,0,0,1
全权限数字式发动机控制(FADEC),系统,1,0,0
全权限数字式电子控制装置(FADEC),系统,0,1,1
全权限数字控制技术,技术,1,1,1
全权限数字电子控制器 (FADEC),概念/术语,1,0,0
全权限数字电子控制系统(FADEC),技术,0,1,1
全液流金属屑末在线监测传感器Metal- SCAN,传感器,1,0,0
全球供应链,系统,1,1,1
全球协同网络环境（GCE）,平台,0,1,0
全球协同网络环境（GCE）平台,系统,1,0,0
全球备件池,概念,1,0,0
全球定位系统,技术,0,0,1
全球鹰无人机,项目,0,1,0
全球鹰无人机,飞机,0,1,0
全生命周期管理(PLM),概念,1,0,0
全生命周期管理,概念,0,1,0
全电化,概念,0,1,0
全系统模型,模型,0,1,1
全系统迭代求解的实现,研究结果,0,0,1
全连接层,组件,0,1,0
全连接神经网络模型,模型,1,1,0
全递归神经网络,模型,0,0,1
全面呵护（TotalCare）计划,平台,0,1,0
全面呵护（TotalCare）计划,技术,0,0,1
全面呵护（TotalCare）计划,策略,0,1,0
全面呵护（TotalCare）计划,计划,1,0,0
全面质量管理,技术,0,1,0
公众照射限值,性能指标,1,0,0
六自由度闭环飞控系统,模型,0,0,1
六自由度飞机模型,模型,0,1,1
共振解调技术,技术,0,0,1
共轭梯度法,方法,1,0,0
共轭梯度法,算法,0,1,1
共轭网络演算方法,技术,1,0,0
共轭网络演算方法,算法,0,0,1
关断活门,部件,0,1,0
关断角,参数,0,0,1
关联,技术,0,1,0
关联,方法,1,0,0
关联函数,函数,1,0,0
关键件使用寿命快速计算,方法,1,0,0
关键结构疲劳损伤评估,技术,0,0,1
具有一定的准确性,研究结果,0,0,1
具有一定的实用性,研究结果,0,0,1
具有更强的回归建模能力和更好的预测性能,研究结果,0,1,0
典型电气故障,故障类型,1,0,0
典型电气故障特征参数检查表,检查表,0,0,1
内力张量,技术,0,0,1
内圈,部件,0,1,0
内场可更换单元,概念,1,0,0
内埋武器舱预紧舱门原理,原理,1,0,0
内埋武器舱预紧舱门原理与强度设计,技术,0,0,1
内埋武器舱预紧舱门强度设计,设计,1,0,0
内存占用率,性能指标,1,0,1
内建自测试（BIST）,技术,1,0,1
内来物损伤,故障类型,0,1,0
内泄漏,性能衰退模式,0,1,0
内泄漏量随使用时间的延长而加剧,研究结果,1,0,0
内部回归神经网络,模型,0,1,0
内部块图IBD,图,0,1,0
内部块图,图表类型,1,0,0
冗余管理,技术,0,1,0
冗余设计,因素,0,0,1
冗余设计,模型,1,0,0
冗余设计,设计,0,1,0
冗余通道检验,方法,0,1,0
军事,行业,0,1,1
军委装备预研基金重点项目,项目,1,1,1
军机PHM体系,模型,0,0,1
军机备件配置机制,机制,1,0,0
军机备件配置模型,模型,1,0,0
军民融合,概念,0,1,0
军用飞机PHM技术,技术,0,1,0
军用飞机PHM技术,技术领域,1,0,0
军用飞机PHM系统,系统,1,0,0
军用飞机,研究对象,1,0,0
军用飞机,系统,0,1,0
军用飞机,设备,0,1,0
军用飞机二线测试设备现状及发展趋势,文献,0,0,1
军用飞机冷气系统,研究对象,1,0,0
军用飞机故障预报系统,系统,1,1,0
军用飞机故障预测与健康管理（PHM）技术,技术,0,0,1
军用飞机无维修工作期参数分解方法,算法,1,0,0
军用飞机无维修工作期参数分解方法研究,研究,0,0,1
军科委173基础加强重点项目,项目,1,1,1
冯英进,研究者,0,0,1
冯英进等,研究者,1,0,0
冲击事件记录仪,传感器,0,1,0
冲压系统,部件,0,1,0
决策层,层,0,1,0
决策层,层级,1,0,0
决策层,架构组成部分,1,0,0
决策层,模型,0,1,0
决策支持,应用,1,0,0
决策支持,方法,0,1,0
决策支持层,组件,0,1,0
决策支持技术,技术,0,0,1
决策支持系统,系统,0,0,1
决策树,技术,0,0,1
决策树,方法,0,3,0
决策树,模型,2,1,0
决策树,算法,3,1,1
决策输出,功能,0,1,0
冷储备,模型,1,0,0
冷储备,设计,0,1,0
冷却系统,系统,1,0,0
冷备份,备份,0,1,0
冷备系统可靠性评定的统计方法,研究,0,0,1
净功率,实体,0,1,0
净功率,特征,1,0,0
准确估计性能退化参数,研究结果,0,1,0
准确实现故障诊断,研究结果,1,0,0
准确度,性能指标,2,3,1
准确性,性能指标,1,2,0
准确性至少提升了8.55%和3.62%,研究结果,1,0,0
准确率(ACC),性能指标,1,0,0
准确率,性能指标,2,4,3
准确率和RMSE指标上优于三尺度ABiLSTM模型1.86%和1.49%,研究结果,1,0,0
准确率和RMSE指标上均优于CAE-LSTM模型1.96%和31.92%,研究结果,1,0,0
准确率提高了5.31%,研究结果,1,0,0
准确率达到95%以上,研究结果,1,0,0
准确诊断故障,研究结果,0,0,1
凌华科技3UPXI-3950/M2G嵌入式控制器,硬件,0,1,0
减压阀故障,故障模式,1,1,0
减少56%的维修工时,研究结果,1,0,0
减少了78起非计划维修事件,研究结果,1,0,0
减少了信息冗余,研究结果,1,0,0
减少了大约400人工小时,研究结果,1,0,0
减少人力需求20%~40%,目标,0,1,0
减少使用和保障费用,目标,0,1,0
减少后勤保障复杂度50%,目标,0,1,0
减少地面维护时间,研究结果,1,0,0
减少地面维护时间,结果,0,1,0
减少故障30%,研究结果,1,0,0
减少维修人力、备件和修复成本,目标,0,1,0
减少维修费用60%的总目标,研究结果,1,0,0
减少载荷设计工况90%以上,研究结果,1,0,0
减轻重量,研究目标,1,0,0
减重62.8kg,研究结果,0,1,0
减震器状态,输出向量,0,1,0
几何模型,模型,2,0,0
凯斯西储大学轴承数据库,数据集,0,0,1
出动架次,性能指标,1,0,0
出动架次提高 25%,研究结果,1,0,0
出动架次提高25%,性能指标,0,1,0
出动架次率,性能指标,2,1,1
出动架次率提高25%,性能指标,0,1,0
出动架次率提高25%,研究结果,2,0,0
出口压力,指标,0,1,0
出口流量,指标,0,1,0
出口面积可调的矢量喷管控制规律设计技术,技术,1,0,0
出售发动机飞行小时,策略,0,1,0
分区时空逻辑隔离机制,技术,1,0,0
分区时空隔离,机制,0,1,0
分区时空隔离技术,技术,0,0,1
分区运行环境,组件,0,1,0
分块处理,方法,0,1,0
分层插件设计方法,技术,0,0,1
分层插件设计方法,方法,1,1,0
分层智能推理,技术,0,1,0
分层智能推理机构,技术,0,1,1
分层智能推理机构,架构,2,0,0
分层智能推理结构,模型,0,1,0
分层的管理体系结构,模型,1,0,0
分层相关传播,模型,0,1,0
分层聚类,算法,0,1,0
分层融合式体系结构,体系结构,0,2,1
分层融合式体系结构,概念,1,0,0
分层融合式体系结构,系统,1,0,0
分层融合式体系结构,系统/架构,1,0,0
分层融合的集散式体系架构,架构,1,0,0
分层融合的集散式体系架构,概念,0,0,1
分层边缘计算架构,架构,1,1,0
分布一集中式PHM系统,系统,1,1,1
分布参数,参数,0,0,1
分布式,技术,1,1,0
分布式,技术术语,0,0,1
分布式、层次化、开放性,特征,0,0,1
分布式体系架构,架构,2,2,0
分布式体系架构,概念,0,0,1
分布式体系结构,体系结构,0,1,1
分布式体系结构,系统,1,0,0
分布式信息处理,技术,0,0,1
分布式光纤光栅传感系统,系统,1,0,0
分布式功能架构,模型/架构,1,0,0
分布式应变监测方法,技术,0,0,1
分布式开放DIMS架构,架构,1,0,1
分布式控制,技术,1,1,0
分布式控制,领域,0,0,1
分布式控制架构,技术,1,0,1
分布式系统,系统,1,0,0
分布式结构,概念,0,1,0
分布式综合模块化系统,架构,1,0,0
分布式综合模块化系统架构,技术,0,1,0
分布式综合模块化系统（DIMS）架构,架构,0,0,1
分布式配电,技术,1,0,0
分布式驱动机翼,技术,1,0,1
分散式电液能源系统(LEHGS),系统/部件,1,0,0
分析决策模块,组件,0,1,0
分析带宽,性能指标,1,0,0
分析带宽达到每通道780MHz,研究结果,1,0,0
分段幂指模型,模型,1,0,1
分段线性函数,函数,1,0,0
分段线性函数,模型,0,1,0
分段线性退化模型,模型,1,0,0
分离后信号与源信号的相似系数可以达到0.97,研究结果,0,0,1
分离效果较之传统EMD算法更好,研究结果,0,0,1
分簇路由算法,技术,0,0,1
分类,技术,0,1,0
分类,方法,2,0,0
分类准确率,性能指标,1,1,0
分类准确率为92.857%,研究结果,1,0,0
分类准确率最高为0.99,研究结果,1,0,0
分类敏感性指标高于97%,研究结果,1,0,0
分类问题,方法,1,0,0
分系统级,结构维度,0,1,0
分系统级测试,结构,0,1,0
分系统级管理器,系统,0,1,0
分配模型,模型,0,1,0
刘丰恺,作者,0,0,1
刘倩,研究者,0,0,1
刘倩等,研究者,1,0,0
刘大同,人物,1,0,0
刘大同,作者,0,1,0
刘大同教授,人物,0,1,1
刘建业教授,人员,0,1,0
刘建业教授,人物,1,0,1
刘建忠,研究者,0,0,1
刘建忠等,研究者,1,0,0
刘才学,人物,0,1,1
刘翠等,研究人员,1,0,0
初始关系度η,参数,0,1,0
初始学习率,参数,0,1,0
初始学习率,超参数,1,0,0
初始自测试(IBIT),测试,1,0,0
初始适航设计数据,数据,1,0,0
初始适航设计数据,数据源,0,1,0
初始适航设计数据,数据类型,0,0,1
初选故障特征本征维数为5.969,研究结果,1,0,0
判别函数,函数,1,1,0
判别器,模型,1,0,0
判断燃油系统故障模式,结果,0,0,1
到2007年事故率减少80%,研究结果,1,0,0
到2025年减少90%,研究结果,1,0,0
制造服务技术,技术,0,1,0
制造物联技术,技术,1,1,0
制造系统,技术,0,0,1
制造车间,应用领域,1,0,0
制造车间,领域,0,1,0
刹车压力,参数,0,1,0
前缘下垂襟翼,部件,0,1,0
前者需要清晰了解研究对象故障机理，适量参数便可实现精准故障诊断,研究结果,0,0,1
前馈神经网络,模型,0,0,1
前馈神经网络算法,算法,1,1,1
前馈网络,模型,0,0,1
剩余使用寿命 (RUL),性能指标,1,0,0
剩余使用寿命(RUL),性能指标,1,0,0
剩余使用寿命,实体,0,1,0
剩余使用寿命,性能指标,3,3,0
剩余使用寿命,指标,0,1,0
剩余使用寿命,概念,0,2,0
剩余使用寿命预测,系统,0,1,0
剩余使用寿命（RUL）,性能指标,0,0,1
剩余可用寿命（Re- main Useful Life，RUL）预测,技术,1,0,0
剩余寿命,性能指标,0,1,0
剩余寿命,概念,1,0,0
剩余寿命评估,性能指标,1,0,0
剩余寿命预测,功能,1,0,0
剩余寿命预测,性能指标,0,1,0
剩余寿命预测,技术,0,1,1
剩余寿命预测,方法,1,0,0
剩余寿命预测,概念,0,2,0
剩余寿命预测,研究问题,1,0,0
剩余寿命预测方法,技术,0,1,1
剩余寿命预测模型,问题,0,1,0
剩余寿命预测算法,技术,0,1,0
剩余寿命预计,概念,0,1,0
剩余有效工作时间RUL,概念,1,0,0
剩余能力评估,功能,0,1,0
剩余能力评估,技术,1,0,0
剩余能力评估技术,技术,0,1,0
副主任委员,职位,1,0,0
副翼,子系统,0,1,0
副翼,部件,0,1,0
副翼偏转角,参数,0,1,0
副翼舵偏δa,状态参量,0,1,0
力导向图,方法,0,1,0
功率,参数,0,1,0
功率消耗减少50%,研究结果,0,1,0
功率电传作动器,技术,0,0,1
功率电传作动器,系统/部件,1,0,0
功率电传化,技术/概念,1,0,0
功率电传化,趋势,0,1,0
功率电传型作动器,系统/部件,1,0,0
功率电传技术,技术,0,0,1
功率电传操纵飞行（Power- by- wire, PBW）,技术,1,0,0
功率管开路,故障,0,1,0
功率管开路,故障类型,0,0,1
功率管短路,故障,0,1,0
功率管短路,故障类型,0,0,1
功率管输出接地,故障,0,1,0
功率管输出接地,故障类型,0,0,1
功率谱均值,参数,0,1,1
功率谱均值,特征参数,1,0,0
功能体系架构,架构,1,0,0
功能健康管理,方法,1,0,0
功能健康管理的初步综合诊断,技术,0,0,1
功能健康管理设计,技术,0,0,1
功能分配,概念/术语,1,0,0
功能分配方法,方法,1,0,0
功能性能测试,功能,0,1,0
功能数据集合（FDS）,技术,0,0,1
功能样机,技术,0,0,1
功能硬件健康,功能,0,1,0
功能硬件健康,技术,0,0,1
功能评估,功能,0,1,0
功能评估,技术,0,0,2
功能软件健康,功能,0,1,0
功能软件健康,技术,0,0,1
功能逻辑模型,模型,1,0,0
功能重叠模块占比 < 5%,研究结果,1,0,0
功能重叠率,性能指标,1,0,0
功能重叠率,指标,0,1,0
功能重构,功能,0,1,0
加力式涡扇发动机,系统,0,1,0
加力燃烧室,部件,0,1,0
加密算法,组件,0,1,0
加强型机载实时自适应模型（ESTORM）,模型,1,0,0
加拿大Gastops公司,公司,0,0,1
加拿大Gastops公司,机构/公司,1,0,0
加拿大卡尔顿大学,机构,0,1,0
加拿大国家研究委员会,机构,0,1,0
加权SMO-SVR预测模型,函数,0,0,1
加权SVR预测模型,模型,1,1,0
加权平均法,算法,0,1,1
加权最小二乘法,技术,0,0,1
加权最小二乘法,方法,1,0,0
加权最小二乘法,算法,1,2,0
加权系数,参数,1,0,0
加权系数ρ,参数,0,1,0
加法模型,模型,1,1,0
加法模型,算法,0,1,0
加电自测试,测试方法,1,0,0
加电自测试（PBIT）,技术,0,0,1
加速性能恢复控制,方法,1,0,0
加速效果,性能指标,0,0,1
加速过程,状态,0,1,0
劣化度,性能指标,1,0,0
劣化度分析,方法,0,1,0
劣化度分析,算法,1,0,0
动作层,层,0,1,0
动作层,架构组成部分,1,0,0
动力和热管理系统（Power and thermal management system, PT- MS）,系统,1,0,0
动力学方程,函数,0,0,1
动力涡轮叶片机械损伤,故障,1,0,0
动态偏微分方程组,模型,1,0,0
动态故障树,模型,1,0,0
动态数据存储模块,组件,0,1,0
动态时间规整,方法,0,1,0
动态条件,发动机状态,0,1,0
动态核主元分析方法,算法,1,0,0
动态漂移故障隔离平均正确率提高33.8%,研究结果,1,0,0
动态状态,状态,0,1,0
动态状态下的健康状态无法判别,问题,0,0,1
动态状态矩阵,模型,0,0,1
动态神经网络,算法,0,1,0
动态行为模型,模型,1,0,0
动态规划,技术,0,0,1
动态规划算法,算法,1,0,0
动态误差,性能指标,1,0,0
动态贝叶斯网络,模型,1,1,0
动态资源调度,功能,1,0,0
动态资源调度,概念,0,0,1
动态路由算法,算法,1,1,0
动态阶跃故障隔离平均正确率提高12.5%,研究结果,1,0,0
动摩擦增大,性能衰退模式,0,1,0
动量误差梯度下降法,算法,0,1,1
包图,图,0,1,0
包络谱分析,方法,1,1,0
包络谱方法,算法,0,1,0
北京一上海,航线,0,1,0
北京一东京,航线,0,1,0
北京一哥本哈根,航线,0,1,0
北京一巴黎,航线,0,1,0
北京一布鲁塞尔,航线,0,1,0
北京一广州,航线,0,1,0
北京一旧金山,航线,0,1,0
北京必可测科技股份有限公司,机构,0,1,0
北京控制工程研究所,组织,0,0,1
北京航天测控技术有限公司,公司,0,0,1
北京航天测控技术有限公司,机构,1,0,0
北京航天测控技术有限公司,组织,0,2,0
北京航空航天大学,机构,3,6,1
北京航空航天大学,组织,1,1,1
北京航空航天大学自动化科学与电气工程学院,组织,0,0,2
北京飞机维修有限公司,机构,1,0,0
北大西洋公约组织,组织,0,0,1
北斗导航卫星,卫星,0,1,0
北斗导航卫星,技术,0,0,1
北研中心,实体,0,1,0
北约,组织,0,0,1
北约,组织机构,1,0,0
北约的海麻雀项目办公室,机构,0,1,0
北航数字孪生技术研究团队,研究机构,1,0,0
匹配同步挤压小波变换,方法,0,1,0
区块链技术,算法,0,0,1
区域推理机,算法,1,0,0
区域管理器,组件,1,0,0
区域级PHM,层次,0,1,0
区域级PHM,系统,1,0,0
区域级PHM管理器,架构组成部分,1,0,0
区域级PHM管理器,管理器,0,1,0
区间层次分析法,方法,0,1,0
区间层次分析法,算法,1,0,0
区间自适应粒子群算法 (IAPSO),算法,1,0,0
区间自适应粒子群算法,算法,0,1,0
区间自适应粒子群算法（IAPSO）,算法,0,0,1
区间间隔延长参数,参数,0,0,1
区间间隔延长参数,性能指标,0,1,0
医疗,应用领域,1,0,0
医疗,领域,0,1,0
十大战略科技趋势,规划/战略,1,0,0
升力系数提高25%,研究结果,0,1,0
升阻比,性能指标,0,1,0
升阻比提高51%,研究结果,0,1,0
