semantic_pattern,syntactic_key,display_path,example,path_len,title,subject,object
技术 → 确保 → 目标,cc->nn->top->root->attr->rcmod->dobj->nn,与(cc) — 健康(nn) — 管理(top) — 是(root) — 技术(attr) — 确保(rcmod) — 安全(dobj) — 飞行(nn),[预测与健康管理(PHM)] → [飞行安全],8,航空发动机PHM中的数据挖掘机遇与挑战,预测与健康管理(PHM),飞行安全
技术 → 是 → 技术定位,cc->nn->nn->nsubj->conj->prep->pobj->amod->nn,与(cc) — 健康(nn) — 管理(nn) — 技术(nsubj) — 回顾(conj) — 作为(prep) — 技术(pobj) — 关键(amod) — 使能(nn),[综合诊断、预测与健康管理(PHM)技术] → [关键使能技术],9,国外综合诊断、预测与健康管理技术的发展及应用,综合诊断、预测与健康管理(PHM)技术,关键使能技术
技术 → 是 → 技术定位,conj->nn->nsubj->root->attr->rcmod->dobj->amod->amod->nn,预测(conj) — 故障(nn) — 技术(nsubj) — 是(root) — 技术(attr) — 实现(rcmod) — 保障(dobj) — 新型(amod) — 自主式(amod) — 后勤(nn),[故障预测与管理技术(PHM)] → [新型自主式后勤保障的关键技术],10,基于综合PHM方法的导弹维修保障综述,故障预测与管理技术(PHM),新型自主式后勤保障的关键技术
技术 → 应用于 → 应用领域,cc->nn->nn->nsubj->conj->conj->dobj->assmod->pobj->nn->conj,与(cc) — 健康(nn) — 管理(nn) — 技术(nsubj) — 回顾(conj) — 介绍(conj) — 现状(dobj) — 在(assmod) — 领域(pobj) — 研究(nn) — 军事(conj),[综合诊断、预测与健康管理(PHM)技术] → [军事领域],11,国外综合诊断、预测与健康管理技术的发展及应用,综合诊断、预测与健康管理(PHM)技术,军事领域
技术 → 应用于 → 应用领域,cc->nn->nn->nsubj->conj->conj->dobj->assmod->pobj->nn->punct->conj,与(cc) — 健康(nn) — 管理(nn) — 技术(nsubj) — 回顾(conj) — 介绍(conj) — 现状(dobj) — 在(assmod) — 领域(pobj) — 研究(nn) — 、(punct) — 民用(conj),[综合诊断、预测与健康管理(PHM)技术] → [民用领域],12,国外综合诊断、预测与健康管理技术的发展及应用,综合诊断、预测与健康管理(PHM)技术,民用领域
技术 → 应用于 → 应用领域,cc->nn->nn->nsubj->conj->conj->dobj->assmod->pobj->nn->nn,与(cc) — 健康(nn) — 管理(nn) — 技术(nsubj) — 回顾(conj) — 介绍(conj) — 现状(dobj) — 在(assmod) — 领域(pobj) — 学术(nn) — 研究(nn),[综合诊断、预测与健康管理(PHM)技术] → [学术研究领域],11,国外综合诊断、预测与健康管理技术的发展及应用,综合诊断、预测与健康管理(PHM)技术,学术研究领域
技术 → 应用于 → 应用领域,nn->conj->nn->dobj->assmod->pobj->nn->conj,自动化(nn) — 测试(conj) — 技术(nn) — 应用(dobj) — 在(assmod) — 领域(pobj) — 工业(nn) — 航天(conj),[自动化测试] → [航天],8,开展学术交流  推动试验与测试、预测与故障诊断技术的发展,自动化测试,航天
技术 → 应用于 → 应用领域,nn->conj->amod->nn->dobj->assmod->pobj->nn->conj,总线(nn) — 技术(conj) — 先进(amod) — 技术(nn) — 应用(dobj) — 在(assmod) — 领域(pobj) — 工业(nn) — 航空(conj),[先进总线技术] → [航空],9,开展学术交流  推动试验与测试、预测与故障诊断技术的发展,先进总线技术,航空
技术 → 应用于 → 应用领域,nn->nn->nn->dobj->assmod->pobj->nn->conj,故障(nn) — 诊断(nn) — 技术(nn) — 应用(dobj) — 在(assmod) — 领域(pobj) — 工业(nn) — 兵器(conj),[故障诊断技术] → [兵器],8,开展学术交流  推动试验与测试、预测与故障诊断技术的发展,故障诊断技术,兵器
技术 → 应用于 → 应用领域,nn->nn->nn->dobj->assmod->pobj->nn->conj,故障(nn) — 诊断(nn) — 技术(nn) — 应用(dobj) — 在(assmod) — 领域(pobj) — 工业(nn) — 船舶(conj),[故障诊断技术] → [船舶],8,开展学术交流  推动试验与测试、预测与故障诊断技术的发展,故障诊断技术,船舶
技术 → 应用于 → 应用领域,nn->nn->nn->dobj->assmod->pobj->nn->conj->conj,故障(nn) — 诊断(nn) — 技术(nn) — 应用(dobj) — 在(assmod) — 领域(pobj) — 工业(nn) — 核(conj) — 工业(conj),[故障诊断技术] → [核工业],9,开展学术交流  推动试验与测试、预测与故障诊断技术的发展,故障诊断技术,核工业
技术 → 应用于 → 应用领域,nn->conj->root->nn->amod->nn,智能(nn) — 诊断(conj) — 管(root) — 工具(nn) — 高速(amod) — 交通(nn),[智能诊断与健康管理] → [高速交通工具],6,开展学术交流  推动试验与测试、预测与故障诊断技术的发展,智能诊断与健康管理,高速交通工具
技术 → 应用于 → 应用领域,nn->nn->assmod->conj->dobj->root->conj->prep->pobj->dep->assmod->plmod->lobj->nn->nn,挖掘(nn) — 数据(nn) — 工具(assmod) — 模式(conj) — 流程(dobj) — 总结(root) — 进行(conj) — 对(prep) — 案例(pobj) — 模式(dep) — 在(assmod) — 中(plmod) — 管理(lobj) — 发动机(nn) — 航空(nn),[数据挖掘技术] → [航空发动机PHM],15,数据挖掘技术在航空发动机PHM中的应用,数据挖掘技术,航空发动机PHM
技术 → 应用于 → 应用领域,cc->nn->nn->nn->dobj->assmod->plmod->lobj->nn->nn,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 应用(dobj) — 在(assmod) — 中(plmod) — 测试(lobj) — 军工(nn) — 装备(nn),[测试、预测与健康管理技术] → [军工装备测试],10,第二十一届测试与故障诊断技术研讨会在南昌市举办,测试、预测与健康管理技术,军工装备测试
技术 → 应用于 → 应用领域,amod->nn->nsubj->root->root->prep->pobj->nn->conj->nn->nn->nn,大(amod) — 数据(nn) — 技术(nsubj) — 得到(root) — 有(root) — 在(prep) — 领域(pobj) — 保障(nn) — 预测(conj) — 系统(nn) — 级(nn) — 故障(nn),[航空大数据分析技术] → [系统级故障预测],12,航空大数据技术的发展与应用,航空大数据分析技术,系统级故障预测
技术 → 应用于 → 应用领域,nn->nn->dobj->assmod->pobj->nn->nn->conj,PHM(nn) — 技术(nn) — 现状(dobj) — 在(assmod) — 领域(pobj) — 研究(nn) — 国外(nn) — 军事(conj),[PHM技术] → [国外军事领域],8,预测与健康管理技术的发展及应用,PHM技术,国外军事领域
技术 → 应用于 → 应用领域,nn->nn->dobj->assmod->pobj->nn->punct->conj,PHM(nn) — 技术(nn) — 现状(dobj) — 在(assmod) — 领域(pobj) — 研究(nn) — 、(punct) — 民用(conj),[PHM技术] → [民用领域],8,预测与健康管理技术的发展及应用,PHM技术,民用领域
技术 → 应用于 → 应用领域,nn->nn->dobj->assmod->pobj->nn->nn,PHM(nn) — 技术(nn) — 现状(dobj) — 在(assmod) — 领域(pobj) — 学术(nn) — 研究(nn),[PHM技术] → [学术研究领域],7,预测与健康管理技术的发展及应用,PHM技术,学术研究领域
应用案例 → 应用 → 技术,lobj->plmod->assmod->dobj->conj->root->conj->nsubj->nn->cc->nn,战斗机(lobj) — 上(plmod) — 在(assmod) — 案例(dobj) — 给出(conj) — 受到(root) — 回顾(conj) — 技术(nsubj) — 管理(nn) — 与(cc) — 健康(nn),[F-35战斗机] → [综合诊断、预测与健康管理(PHM)技术],11,国外综合诊断、预测与健康管理技术的发展及应用,F-35战斗机,综合诊断、预测与健康管理(PHM)技术
技术 → 验证 → 功能,nn->cpm->nn->dobj->rcmod->dobj->root->pccomp->prep->pobj->assmod->assm->nn->nn,故障(nn) — 的(cpm) — 技术(nn) — 注入(dobj) — 进行(rcmod) — 方案(dobj) — 给出(root) — 进行(pccomp) — 对(prep) — 功能(pobj) — 系统(assmod) — 的(assm) — 健康(nn) — 管理(nn),[故障注入技术] → [综合模块化航电系统的健康管理功能],14,基于AFDX网络的综合模块化航电故障注入技术,故障注入技术,综合模块化航电系统的健康管理功能
技术 → 通过 → 网络,nn->cpm->nn->dobj->rcmod->prep->pobj->prnmod->punct,故障(nn) — 的(cpm) — 技术(nn) — 注入(dobj) — 进行(rcmod) — 通过(prep) — 以太网(pobj) — AFDX(prnmod) — ((punct),[故障注入技术] → [AFDX网络],9,基于AFDX网络的综合模块化航电故障注入技术,故障注入技术,AFDX网络
方案 → 提出 → 方法,nn->nn->dobj->root->pccomp->prep->pobj->nn,技术(nn) — 解决(nn) — 方案(dobj) — 给出(root) — 进行(pccomp) — 对(prep) — 功能(pobj) — 管理(nn),[技术解决方案] → [故障数据的配置管理方法],8,基于AFDX网络的综合模块化航电故障注入技术,技术解决方案,故障数据的配置管理方法
方案 → 提出 → 策略,nn->nn->dobj->root->root->dobj->nn,技术(nn) — 解决(nn) — 方案(dobj) — 给出(root) — 提出(root) — 策略(dobj) — 发送(nn),[技术解决方案] → [发送策略],7,基于AFDX网络的综合模块化航电故障注入技术,技术解决方案,发送策略
策略 → 解决 → 问题,nn->dobj->root->root->dobj->rcmod->prep->pobj->prnmod->punct,发送(nn) — 策略(dobj) — 提出(root) — 给出(root) — 方案(dobj) — 进行(rcmod) — 通过(prep) — 以太网(pobj) — AFDX(prnmod) — ((punct),[发送策略] → [主机数据更新间隔、发送间隔与AFDX端系统定时器周期不匹配问题],10,基于AFDX网络的综合模块化航电故障注入技术,发送策略,主机数据更新间隔、发送间隔与AFDX端系统定时器周期不匹配问题
方案 → 搭建 → 装置,nn->nn->dobj->rcmod->dobj->nn,技术(nn) — 解决(nn) — 方案(dobj) — 进行(rcmod) — 注入(dobj) — 故障(nn),[技术解决方案] → [故障注入装置],6,基于AFDX网络的综合模块化航电故障注入技术,技术解决方案,故障注入装置
方案 → 开发 → 软件,nn->nn->dobj->rcmod->dobj->nn,技术(nn) — 解决(nn) — 方案(dobj) — 进行(rcmod) — 注入(dobj) — 故障(nn),[技术解决方案] → [故障注入软件],6,基于AFDX网络的综合模块化航电故障注入技术,技术解决方案,故障注入软件
实验 → 验证 → 方法,nn->pobj->prep->conj->root->root->pccomp->prep->pobj->nn,实验(nn) — 测试(pobj) — 通过(prep) — 说明(conj) — 提出(root) — 给出(root) — 进行(pccomp) — 对(prep) — 功能(pobj) — 管理(nn),[实验测试] → [配置管理方法],10,基于AFDX网络的综合模块化航电故障注入技术,实验测试,配置管理方法
实验 → 验证 → 策略,nn->pobj->prep->conj->root->dobj->nn,实验(nn) — 测试(pobj) — 通过(prep) — 说明(conj) — 提出(root) — 策略(dobj) — 发送(nn),[实验测试] → [发送策略],7,基于AFDX网络的综合模块化航电故障注入技术,实验测试,发送策略
方法 → 基于 → 方法,nn->nn->dobj->rcmod->dobj->conj->nn,故障(nn) — 分析(nn) — 方法(dobj) — 基于(rcmod) — average(dobj) — 分析(conj) — 回归(nn),[故障分析方法] → [回归分析],7,基于ARIMA模型的民用航空发动机低压转子振动故障分析,故障分析方法,回归分析
方法 → 基于 → 方法,amod->dobj->nn->dobj->assmod->pobj->amod->nn,面向(amod) — 对象(dobj) — 设计(nn) — 方法(dobj) — 基于(assmod) — 语言(pobj) — 统一(amod) — 建模(nn),[面向对象设计方法] → [统一建模语言(UML)],8,基于UML的民用飞机电源系统设计与实现,面向对象设计方法,统一建模语言(UML)
方法 → 基于 → 方法,nn->nn->nn->nn->dobj->rcmod->dobj->nn->amod->conj,飞机(nn) — 液压泵(nn) — 故障(nn) — 预测(nn) — 方法(dobj) — 基于(rcmod) — 法(dobj) — 模糊(nn) — 综合(amod) — 评判(conj),[飞机液压泵故障预测方法] → [模糊综合评判],10,基于模糊综合评判的飞机液压泵故障预测,飞机液压泵故障预测方法,模糊综合评判
方法 → 基于 → 方法,nn->nn->nn->nn->dobj->rcmod->dobj->nn->nn,飞机(nn) — 液压泵(nn) — 故障(nn) — 预测(nn) — 方法(dobj) — 基于(rcmod) — 法(dobj) — 层次(nn) — 分析(nn),[飞机液压泵故障预测方法] → [层次分析法],9,基于模糊综合评判的飞机液压泵故障预测,飞机液压泵故障预测方法,层次分析法
方法 → 基于 → 方法,nn->nn->dobj->assmod->pobj->conj,组合(nn) — 预测(nn) — 方法(dobj) — 基于(assmod) — 平滑法(pobj) — GM(conj),"[组合预测方法] → [GM(1,1)法]",6,基于组合预测法的航空设备故障预测研究,组合预测方法,"GM(1,1)法"
方法 → 基于 → 方法,nn->nn->dobj->assmod->pobj->nn,组合(nn) — 预测(nn) — 方法(dobj) — 基于(assmod) — 平滑法(pobj) — 指数(nn),[组合预测方法] → [指数平滑法],6,基于组合预测法的航空设备故障预测研究,组合预测方法,指数平滑法
方法 → 基于 → 方法,nn->nn->conj->dobj->rcmod->pobj,健康(nn) — 表征(nn) — 方法(conj) — 应用(dobj) — 基于(rcmod) — 贝叶斯(pobj),[健康表征方法] → [贝叶斯],6,机载航电系统射频信道健康表征及影响评估,健康表征方法,贝叶斯
方法 → 分析 → 设备,nn->nn->dobj->root->root->top->nn,故障(nn) — 分析(nn) — 方法(dobj) — 提出(root) — 是(root) — 数据(top) — 发动机(nn),[故障分析方法] → [CFM56-7B发动机],7,基于ARIMA模型的民用航空发动机低压转子振动故障分析,故障分析方法,CFM56-7B发动机
方法 → 拟合 → 关系,nn->conj->dobj->rcmod->dobj->root->root->top->nn,回归(nn) — 分析(conj) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 是(root) — 数据(top) — 发动机(nn),[回归分析] → [发动机振动值与转速的关系],9,基于ARIMA模型的民用航空发动机低压转子振动故障分析,回归分析,发动机振动值与转速的关系
Model → 建立于 → 参数,cc->nn->dobj->rcmod->dobj->root->root->conj->prep->pobj->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 采用(root) — 建立(conj) — 针对(prep) — 系数(pobj) — 指数项(nn),[ARIMA模型] → [指数项系数],11,基于ARIMA模型的民用航空发动机低压转子振动故障分析,ARIMA模型,指数项系数
Model → 描述 → 趋势,cc->nn->dobj->rcmod->dobj->root->root->top->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 是(root) — 数据(top) — 发动机(nn),[ARIMA模型] → [发动机振动-转速拟合系数变化趋势],9,基于ARIMA模型的民用航空发动机低压转子振动故障分析,ARIMA模型,发动机振动-转速拟合系数变化趋势
Model → 预测 → 故障,cc->nn->dobj->rcmod->dobj->root->root->top->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 是(root) — 数据(top) — 发动机(nn),[ARIMA模型] → [发动机振动故障],9,基于ARIMA模型的民用航空发动机低压转子振动故障分析,ARIMA模型,发动机振动故障
Model → 预测 → 故障,nn->nn->dobj->rcmod->dobj->root->prep->pccomp->dobj->nn->nn,LVQ(nn) — 神经(nn) — 网络(dobj) — 利用(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 导致(pccomp) — 故障(dobj) — 油液(nn) — 泄漏(nn),[LVQ神经网络故障预测模型] → [油液泄漏故障],11,基于LVQ神经网络的飞机减震器故障预测,LVQ神经网络故障预测模型,油液泄漏故障
Model → 预测 → 故障,amod->nn->nn->dobj->conj->conj->conj->prep->pobj->rcmod->nn->nsubj->nn,混沌(amod) — 神经(nn) — 网络(nn) — 模型(dobj) — 构建(conj) — 利用(conj) — 进行(conj) — 对(prep) — 数据(pobj) — 卡死(rcmod) — 飞机(nn) — 舵面(nsubj) — 故障(nn),[混沌神经网络模型] → [飞机舵面卡死故障],13,基于改进混沌神经网络的飞机舵面故障预测研究,混沌神经网络模型,飞机舵面卡死故障
Model → 提供依据 → 方案,cc->nn->dobj->rcmod->dobj->root->root->attr->rcmod->dobj->nn->nn,和(cc) — ARIMA(nn) — average(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 是(root) — 依据(attr) — 制定(rcmod) — 方案(dobj) — 发动机(nn) — 维护(nn),[ARIMA模型] → [发动机维护方案],12,基于ARIMA模型的民用航空发动机低压转子振动故障分析,ARIMA模型,发动机维护方案
数据 → 作为参考 → 方案,nn->nn->top->root->attr->rcmod->dobj->nn->nn,发动机(nn) — 运行(nn) — 数据(top) — 是(root) — 依据(attr) — 制定(rcmod) — 方案(dobj) — 发动机(nn) — 维护(nn),[发动机运行数据] → [发动机维护方案],9,基于ARIMA模型的民用航空发动机低压转子振动故障分析,发动机运行数据,发动机维护方案
组织 → 制定 → 方案,nn->nsubj->rcmod->dobj->nn->nn,航空(nn) — 公司(nsubj) — 制定(rcmod) — 方案(dobj) — 发动机(nn) — 维护(nn),[航空公司] → [发动机维护方案],6,基于ARIMA模型的民用航空发动机低压转子振动故障分析,航空公司,发动机维护方案
系统 → 基于 → 标准,lobj->amod->nn->dep->dobj->conj->root->dobj->nn,机(lobj) — 自(amod) — 测试(nn) — 内(dep) — 系统(dobj) — 设计(conj) — 结合(root) — 标准(dobj) — ASAAC(nn),[机内自测试(BIT)系统] → [ASAAC标准],9,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,ASAAC标准
系统 → 降低 → 成本,lobj->amod->nn->dep->dobj->conj->root->prep->pccomp->conj->dobj->nn->nn->nn->nn->nn,机(lobj) — 自(amod) — 测试(nn) — 内(dep) — 系统(dobj) — 设计(conj) — 结合(root) — 为(prep) — 满足(pccomp) — 降低(conj) — 成本(dobj) — 航空(nn) — 电子(nn) — 系统(nn) — 测试(nn) — 维护(nn),[机内自测试(BIT)系统] → [航空电子系统测试维护成本],16,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,航空电子系统测试维护成本
系统 → 执行 → 功能,lobj->dep->amod->nn->dobj->conj->root->root->conj->dobj->nn->conj,机(lobj) — 内(dep) — 自(amod) — 测试(nn) — 系统(dobj) — 设计(conj) — 结合(root) — 利用(root) — 进行(conj) — 隔离(dobj) — 故障(nn) — 检测(conj),[机内自测试(BIT)系统] → [故障检测],12,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,故障检测
系统 → 执行 → 功能,lobj->dep->amod->nn->dobj->conj->root->root->conj->dobj->nn,机(lobj) — 内(dep) — 自(amod) — 测试(nn) — 系统(dobj) — 设计(conj) — 结合(root) — 利用(root) — 进行(conj) — 隔离(dobj) — 故障(nn),[机内自测试(BIT)系统] → [故障隔离],11,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,故障隔离
设计 → 采用 → 方法,punct->prnmod->nn->dobj->conj->root->root->conj->dobj->nn->nn,((punct) — BIT(prnmod) — 测试(nn) — 系统(dobj) — 设计(conj) — 结合(root) — 利用(root) — 采用(conj) — 方法(dobj) — 总线(nn) — 层次化(nn),[BIT设计] → [总线层次化方法],11,基于ASAAC标准的BIT设计,BIT设计,总线层次化方法
设计 → 分为 → 结构,punct->prnmod->nn->dobj->conj->root->prep->pccomp->conj->dobj->nn,((punct) — BIT(prnmod) — 测试(nn) — 系统(dobj) — 设计(conj) — 结合(root) — 为(prep) — 满足(pccomp) — 降低(conj) — 成本(dobj) — 测试(nn),[BIT设计] → [3层测试结构],11,基于ASAAC标准的BIT设计,BIT设计,3层测试结构
结构 → 包含 → 测试层级,nn->dobj->conj->pccomp->dobj->assmod,测试(nn) — 成本(dobj) — 降低(conj) — 满足(pccomp) — 可测试性(dobj) — 系统(assmod),[3层测试结构] → [系统级测试],6,基于ASAAC标准的BIT设计,3层测试结构,系统级测试
结构 → 包含 → 测试层级,nn->dobj->conj->pccomp->dobj->assmod,测试(nn) — 成本(dobj) — 降低(conj) — 满足(pccomp) — 可测试性(dobj) — 系统(assmod),[3层测试结构] → [分系统级测试],6,基于ASAAC标准的BIT设计,3层测试结构,分系统级测试
结构 → 包含 → 测试层级,nn,测试(nn),[3层测试结构] → [模块级测试],1,基于ASAAC标准的BIT设计,3层测试结构,模块级测试
系统 → 结合 → 管理,lobj->dep->amod->nn->dobj->conj->root->root->ccomp->dep->prep->pobj->nn->conj,机(lobj) — 内(dep) — 自(amod) — 测试(nn) — 系统(dobj) — 设计(conj) — 结合(root) — 表明(root) — 使(ccomp) — 结合(dep) — 与(prep) — 管理(pobj) — 健康(nn) — 管理(conj),[机内自测试(BIT)系统] → [健康管理],14,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,健康管理
系统 → 结合 → 管理,lobj->dep->amod->nn->dobj->conj->root->root->conj->dobj->nn,机(lobj) — 内(dep) — 自(amod) — 测试(nn) — 系统(dobj) — 设计(conj) — 结合(root) — 利用(root) — 进行(conj) — 隔离(dobj) — 故障(nn),[机内自测试(BIT)系统] → [故障管理],11,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,故障管理
系统 → 满足 → 技术指标,lobj->amod->nn->dep->dobj->conj->root->prep->pccomp->conj->dobj->nn,机(lobj) — 自(amod) — 测试(nn) — 内(dep) — 系统(dobj) — 设计(conj) — 结合(root) — 为(prep) — 满足(pccomp) — 降低(conj) — 成本(dobj) — 测试(nn),[机内自测试(BIT)系统] → [测试覆盖率],12,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,测试覆盖率
系统 → 提高 → Performance Metric,lobj->amod->nn->dep->dobj->conj->root->prep->pccomp->dobj->assmod->nn->nn,机(lobj) — 自(amod) — 测试(nn) — 内(dep) — 系统(dobj) — 设计(conj) — 结合(root) — 为(prep) — 满足(pccomp) — 可测试性(dobj) — 系统(assmod) — 航空(nn) — 电子(nn),[机内自测试(BIT)系统] → [航空电子系统可靠性],13,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,航空电子系统可靠性
系统 → 提高 → Performance Metric,lobj->amod->nn->dep->dobj->conj->root->prep->pccomp->dobj->nn->nn->assmod->assm,机(lobj) — 自(amod) — 测试(nn) — 内(dep) — 系统(dobj) — 设计(conj) — 结合(root) — 为(prep) — 满足(pccomp) — 可测试性(dobj) — 航空(nn) — 电子(nn) — 系统(assmod) — 的(assm),[机内自测试(BIT)系统] → [航空电子系统可测试性],14,基于ASAAC标准的BIT设计,机内自测试(BIT)系统,航空电子系统可测试性
系统 → 提高 → Performance Metric,nn->dobj->ccomp->conj->dobj->rcmod->prep->pobj->nn,修正(nn) — 系统(dobj) — 设计(ccomp) — 减小(conj) — 影响(dobj) — 造成(rcmod) — 对(prep) — 精度(pobj) — 估计(nn),[修正系统] → [性能估计的准确度],9,基于逆跟踪控制的航空发动机气路健康参数估计修正方法研究,修正系统,性能估计的准确度
系统 → 提高 → Performance Metric,punct->prnmod->assmod->nn,",(punct) — PHM(prnmod) — 技术(assmod) — 故障(nn)",[PHM系统] → [故障诊断准确性],4,特种飞机综合化任务系统PHM设计与实现,PHM系统,故障诊断准确性
研究对象 → 存在问题 → 问题,nn->nn->nn->nsubj->rcmod->advmod,直升机(nn) — 涡轮(nn) — 发动机(nn) — 故障(nsubj) — 识别(rcmod) — 难以(advmod),[直升机涡轮发动机] → [故障难以识别],6,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,直升机涡轮发动机,故障难以识别
研究对象 → 存在问题 → 问题,nn->nn->nn->nsubj->rcmod->conj->nn->nsubj->advmod,直升机(nn) — 涡轮(nn) — 发动机(nn) — 故障(nsubj) — 识别(rcmod) — 量化(conj) — 健康(nn) — 状况(nsubj) — 难以(advmod),[直升机涡轮发动机] → [健康状况难以量化],9,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,直升机涡轮发动机,健康状况难以量化
Model → 包含 → 模型组件,punct->prnmod->dobj->rcmod->cpm->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 基于(rcmod) — 的(cpm) — 胶囊(nn),[Caps-BiGRU-Attention模型] → [胶囊层],6,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,Caps-BiGRU-Attention模型,胶囊层
Model → 包含 → 模型组件,punct->prnmod->dobj->root->root->nsubj->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 用于(root) — 层(nsubj) — BiGRU(nn),[Caps-BiGRU-Attention模型] → [BiGRU层],7,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,Caps-BiGRU-Attention模型,BiGRU层
Model → 包含 → 模型组件,punct->prnmod->dobj->rcmod->dobj->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 基于(rcmod) — 机制(dobj) — 注意力(nn),[Caps-BiGRU-Attention模型] → [SE注意力机制],6,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,Caps-BiGRU-Attention模型,SE注意力机制
模型组件 → 用于捕捉 → 功能,cpm->nn->rcmod->dobj->root->root->conj->ccomp->dobj->nn,的(cpm) — 胶囊(nn) — 基于(rcmod) — 模型(dobj) — 提出(root) — 构成(root) — 用于(conj) — 捕捉(ccomp) — 数据(dobj) — 输入(nn),[胶囊层] → [输入数据的内在关系],10,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,胶囊层,输入数据的内在关系
模型组件 → 用于提取 → 特征,nn->nsubj->root->ccomp->dobj->nn->nn,BiGRU(nn) — 层(nsubj) — 用于(root) — 提取(ccomp) — 特征(dobj) — 时间(nn) — 序列(nn),[BiGRU层] → [时间序列特征],7,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,BiGRU层,时间序列特征
模型组件 → 用于加权 → 特征,nn->dobj->rcmod->dobj->root->root->ccomp->dobj,注意力(nn) — 机制(dobj) — 基于(rcmod) — 模型(dobj) — 提出(root) — 用于(root) — 提取(ccomp) — 特征(dobj),[SE注意力机制] → [特征],8,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,SE注意力机制,特征
Model → 验证于 → Dataset,punct->prnmod->dobj->root->root->pobj->rcmod->nsubj->nn->nn->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 针对(root) — 问题(pobj) — 识别(rcmod) — 故障(nsubj) — 发动机(nn) — 直升机(nn) — 涡轮(nn),[Caps-BiGRU-Attention模型] → [直升机涡轮发动机数据集],11,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,Caps-BiGRU-Attention模型,直升机涡轮发动机数据集
Model → 降低 → Performance Metric,punct->prnmod->dobj->root->dep->dobj->nn->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 进行(dep) — 预测(dobj) — 扭矩(nn) — 裕度(nn),[Caps-BiGRU-Attention模型] → [扭矩裕度预测的平均绝对误差],8,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,Caps-BiGRU-Attention模型,扭矩裕度预测的平均绝对误差
概率分布 → 是...的最佳分布 → 状态,assm->pobj->assmod->prep->root->root->pobj->rcmod->nsubj->nn,的(assm) — 分布(pobj) — 裕度(assmod) — 针对(prep) — 进行(root) — 针对(root) — 问题(pobj) — 识别(rcmod) — 故障(nsubj) — 发动机(nn),[贝塔分布] → [发动机健康状态],10,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,贝塔分布,发动机健康状态
方法 → 提供参考 → 应用领域,punct->prnmod->dobj->root->root->pobj->rcmod->nsubj->nn->nn->nn,((punct) — Caps-BiGRU-Attention(prnmod) — 模型(dobj) — 提出(root) — 针对(root) — 问题(pobj) — 识别(rcmod) — 故障(nsubj) — 发动机(nn) — 直升机(nn) — 涡轮(nn),[Caps-BiGRU-Attention方法] → [直升机涡轮发动机的健康管理],11,基于Caps-BiGRU-Attention的直升机涡轮发动机健康管理方法,Caps-BiGRU-Attention方法,直升机涡轮发动机的健康管理
算法 → 用于分类 → 状态,dep->pobj->prep->root->root->prep->pccomp->nsubj->nn->nn,K-means(dep) — 聚类(pobj) — 通过(prep) — 分类(root) — 众多(root) — 针对(prep) — 退化(pccomp) — 性能(nsubj) — 发动机(nn) — 航空(nn),[K-means聚类] → [航空发动机工作状态],10,基于Copula相似性的航空发动机RUL预测,K-means聚类,航空发动机工作状态
